Segment	Lachesis_min	Lachesis_max	Lachesis_mean	MutationTimer_min	MutationTimer_max	MutationTimer_mean	Cor_coeff
chr_1_tetrasomic_II	0.0204104612984847	0.976660489947039	0.207969005807784	0.0061041342362369	0.261990536522833	0.0839606301229758	0.849980331232732
chr_2_tetrasomic_II	7.33010420206874e-11	0.527133089477515	0.0185169431668061	5.94124320217923e-63	0.0769230769230769	1.9543232595953e-61	0.849980331232732
chr_3_tetrasomic_II	0	0.576956829447865	0	8.74867329971436e-51	0.0961538461538462	2.8042179094143e-50	0.849980331232732
chr_8_trisomic_II	0.0580886258825204	1.70356237515856	0.41412141879298	1.00295048783668e-45	0.410300662216423	0.178064757906089	0.849980331232732
chr_9_tetrasomic_II	0.000194274358002408	1.34599942138909	0.122967976180966	0.012811147754841	0.314167807907842	0.189526489191508	0.849980331232732
chr_11_trisomic_II	0	0.865806347644505	0	1.39908167963948e-91	0.128205128205128	1.60482898546881e-91	0.849980331232732
chr_12_tetrasomic_II	0.0371238610659762	1.66854510180853	0.361098079612403	0.0381861577592292	0.46601255635853	0.150922886836352	0.849980331232732
chr_14_tetrasomic_II	0.00109823770046006	1.76590264058714	0.194166916564443	1.7006748125575e-66	0.206503089437194	2.63383114693836e-34	0.849980331232732
chr_15_tetrasomic_II	0	1.46466689627547	0	7.7532858786222e-78	0.2	9.69160734827775e-78	0.849980331232732
chr_17_trisomic_III	0	6.16216524066175	0	2.02009048185997e-308	0.714285714469002	7.07031668650989e-308	0.849980331232732
chr_18_tetrasomic_II	0	1.52796003882302	0	1.26649622686825e-136	0.178571428571429	1.54182149357873e-136	0.849980331232732
chr_20_tetrasomic_II	0	2.20886802068583	0	7.91110872883212e-38	0.227276433598764	1.02379054137827e-37	0.849980331232732
chr_22_tetrasomic_II	0.0012834942013214	4.33233021600533	0.431740962554351	1.22047593429452e-42	0.643753355452876	0.238522322814757	0.849980331232732
